0.40515,0,0.12836,0,0,0.12097,0,0,0.12388,0,0,0.10328,0,0,0.072388,0,0,0.034254,0,0,0.011716
0.36918,0,0.14201,0,0,0.13881,0,0,0.12306,0,0,0.10687,0,0,0.07194,0,0,0.039104,0,0,0.0090299
0.49172,0,0.16104,0,0,0.10784,0,0,0.094328,0,0,0.062388,0,0,0.040373,0,0,0.02291,0,0,0.019403
0.59022,0,0.11925,0,0,0.070373,0,0,0.056567,0,0,0.048955,0,0,0.044701,0,0,0.040896,0,0,0.02903
0.51881,0,0.125,0,0,0.088134,0,0,0.07306,0,0,0.061418,0,0,0.054104,0,0,0.050672,0,0,0.028806
0.45246,0,0.15649,0,0,0.1147,0,0,0.094701,0,0,0.070299,0,0,0.059478,0,0,0.037985,0,0,0.013881
0.48634,0,0.14836,0,0,0.11701,0,0,0.10052,0,0,0.075597,0,0,0.051045,0,0,0.017537,0,0,0.0035821
0.5144,0,0.14642,0,0,0.10679,0,0,0.090299,0,0,0.066567,0,0,0.043433,0,0,0.023134,0,0,0.0089552
0.58075,0,0.13067,0,0,0.080149,0,0,0.063433,0,0,0.049328,0,0,0.041343,0,0,0.034851,0,0,0.019478
0.43463,0,0.16746,0,0,0.12112,0,0,0.096493,0,0,0.080149,0,0,0.058358,0,0,0.031343,0,0,0.010448
0.47164,0,0.16463,0,0,0.10642,0,0,0.099179,0,0,0.070672,0,0,0.047388,0,0,0.02903,0,0,0.011045
0.51254,0,0.1041,0,0,0.079701,0,0,0.079478,0,0,0.081194,0,0,0.068731,0,0,0.053433,0,0,0.020821
0.59448,0,0.10142,0,0,0.059851,0,0,0.046567,0,0,0.055224,0,0,0.063806,0,0,0.054328,0,0,0.024328
0.57679,0,0.072164,0,0,0.064701,0,0,0.076119,0,0,0.081194,0,0,0.070672,0,0,0.043955,0,0,0.014403
0.57067,0,0.097537,0,0,0.095896,0,0,0.077985,0,0,0.056119,0,0,0.042537,0,0,0.032463,0,0,0.026791
0.48224,0,0.18187,0,0,0.21761,0,0,0.090821,0,0,0.02097,0,0,0.0055224,0,0,0.00097015,0,0,0
0.5644,0,0.1506,0,0,0.10739,0,0,0.092015,0,0,0.041716,0,0,0.022836,0,0,0.01597,0,0,0.0050746
0.4603,0,0.13769,0,0,0.10731,0,0,0.097687,0,0,0.083284,0,0,0.058881,0,0,0.036493,0,0,0.018358
0.50746,0,0.12448,0,0,0.094254,0,0,0.076642,0,0,0.066418,0,0,0.060075,0,0,0.047164,0,0,0.023507
0.54425,0,0.15082,0,0,0.14179,0,0,0.11179,0,0,0.01791,0,0,0.014701,0,0,0.0085075,0,0,0.010224
0.65097,0,0.11709,0,0,0.062985,0,0,0.041716,0,0,0.03291,0,0,0.02597,0,0,0.026716,0,0,0.041642
0.4994,0,0.16866,0,0,0.13239,0,0,0.081119,0,0,0.030373,0,0,0.035149,0,0,0.033657,0,0,0.019254
0.63403,0,0.14328,0,0,0.072687,0,0,0.031269,0,0,0.029179,0,0,0.027761,0,0,0.033358,0,0,0.028433
0.62015,0,0.12679,0,0,0.081045,0,0,0.04709,0,0,0.032239,0,0,0.022537,0,0,0.031567,0,0,0.038582
0.44687,0,0.097164,0,0,0.087537,0,0,0.089254,0,0,0.096418,0,0,0.09403,0,0,0.065,0,0,0.023731
0.41119,0,0.11149,0,0,0.090448,0,0,0.090821,0,0,0.10313,0,0,0.095746,0,0,0.070672,0,0,0.026493
0.44806,0,0.10112,0,0,0.080373,0,0,0.077612,0,0,0.089701,0,0,0.095672,0,0,0.076493,0,0,0.03097
0.55306,0,0.098134,0,0,0.092612,0,0,0.081194,0,0,0.071269,0,0,0.056716,0,0,0.036866,0,0,0.010149
0.48313,0,0.10739,0,0,0.081119,0,0,0.076045,0,0,0.081119,0,0,0.084104,0,0,0.063209,0,0,0.023881
0.51388,0,0.091791,0,0,0.077015,0,0,0.081567,0,0,0.085448,0,0,0.075149,0,0,0.051493,0,0,0.023657
0.48164,0,0.093955,0,0,0.077388,0,0,0.09,0,0,0.091119,0,0,0.086194,0,0,0.05694,0,0,0.022761
0.46701,0,0.095672,0,0,0.085522,0,0,0.085896,0,0,0.097687,0,0,0.085597,0,0,0.056343,0,0,0.026269
0.42172,0,0.12694,0,0,0.09403,0,0,0.089701,0,0,0.09209,0,0,0.088284,0,0,0.061866,0,0,0.025373
0.44149,0,0.12231,0,0,0.081418,0,0,0.076791,0,0,0.090075,0,0,0.095149,0,0,0.06903,0,0,0.023731
0.4694,0,0.10799,0,0,0.083507,0,0,0.087687,0,0,0.096791,0,0,0.078507,0,0,0.053881,0,0,0.022239
0.45396,0,0.092687,0,0,0.087836,0,0,0.090373,0,0,0.096716,0,0,0.087313,0,0,0.062985,0,0,0.028134
0.47134,0,0.092985,0,0,0.077164,0,0,0.084104,0,0,0.093134,0,0,0.087164,0,0,0.06806,0,0,0.026045
0.32672,0,0.17,0,0,0.13493,0,0,0.12119,0,0,0.10045,0,0,0.080373,0,0,0.050075,0,0,0.016269
0.52112,0,0.15888,0,0,0.12276,0,0,0.092761,0,0,0.047687,0,0,0.026642,0,0,0.016343,0,0,0.013806
0.58127,0,0.15119,0,0,0.1103,0,0,0.049851,0,0,0.045448,0,0,0.041119,0,0,0.020299,0,0,0.00052239
0.65313,0,0.097463,0,0,0.051642,0,0,0.033806,0,0,0.036866,0,0,0.051194,0,0,0.05,0,0,0.025896
0.615,0,0.091791,0,0,0.070448,0,0,0.046567,0,0,0.047612,0,0,0.053955,0,0,0.047388,0,0,0.027239
0.56231,0,0.10552,0,0,0.087388,0,0,0.077388,0,0,0.069328,0,0,0.049179,0,0,0.032985,0,0,0.015896
0.54216,0,0.19716,0,0,0.081493,0,0,0.050224,0,0,0.047687,0,0,0.035597,0,0,0.031791,0,0,0.013881
0.2347,0,0.10575,0,0,0.15276,0,0,0.18948,0,0,0.16246,0,0,0.10007,0,0,0.040149,0,0,0.014627
0.45567,0,0.21858,0,0,0.13082,0,0,0.075821,0,0,0.044701,0,0,0.035896,0,0,0.026119,0,0,0.012388
0.59664,0,0.11172,0,0,0.072687,0,0,0.054552,0,0,0.056045,0,0,0.047761,0,0,0.03709,0,0,0.023507
0.45858,0,0.12209,0,0,0.086418,0,0,0.078955,0,0,0.081045,0,0,0.078657,0,0,0.062985,0,0,0.031269
0.62657,0,0.11104,0,0,0.076493,0,0,0.07097,0,0,0.052836,0,0,0.04209,0,0,0.016119,0,0,0.0038806
0.51507,0,0.11858,0,0,0.10022,0,0,0.082239,0,0,0.063284,0,0,0.058433,0,0,0.040075,0,0,0.02209
0.67955,0,0.095896,0,0,0.055597,0,0,0.041493,0,0,0.040821,0,0,0.035746,0,0,0.032836,0,0,0.01806
0.57776,0,0.12425,0,0,0.094701,0,0,0.05597,0,0,0.047015,0,0,0.043806,0,0,0.03903,0,0,0.017463
0.65396,0,0.090224,0,0,0.088806,0,0,0.087388,0,0,0.046119,0,0,0.020373,0,0,0.011418,0,0,0.0017164
0.67343,0,0.087985,0,0,0.069925,0,0,0.059104,0,0,0.044328,0,0,0.033507,0,0,0.023284,0,0,0.0084328
0.54082,0,0.18507,0,0,0.075448,0,0,0.061045,0,0,0.049104,0,0,0.042164,0,0,0.027985,0,0,0.018358
0.49993,0,0.20373,0,0,0.090597,0,0,0.063657,0,0,0.045672,0,0,0.031343,0,0,0.041343,0,0,0.023731
0.60142,0,0.1544,0,0,0.073134,0,0,0.04194,0,0,0.040672,0,0,0.033955,0,0,0.03306,0,0,0.021418
0.42097,0,0.13993,0,0,0.1256,0,0,0.10672,0,0,0.094552,0,0,0.064328,0,0,0.036493,0,0,0.011418
0.61881,0,0.13343,0,0,0.07291,0,0,0.048806,0,0,0.042761,0,0,0.040224,0,0,0.03,0,0,0.01306
0.56828,0,0.14784,0,0,0.098209,0,0,0.066269,0,0,0.042313,0,0,0.026493,0,0,0.027388,0,0,0.023209
